Dataset Name,Image Name,Characteristics [Organism 1],Term Source 1 REF,Term Source 1 Accession,Characteristics [Organism 2],Term Source 2 REF,Term Source 2 Accession,Characteristics [Organism Part],Term Source 3 REF,Term Source 3 Accession,Material Type,Experimental Condition [Cell Type],Term Source 4 REF,Term Source 4 Accession,Comment [Cell Type Comments],Experimental Condition [Genotype],Experimental Condition [ID],Experimental Condition [Batch],Experimental Condition [ID_ns],Protocol - Treatment,Protocol - Image Acquisition and Feature Extraction ,Source Name,Assay Name,Comment [Gene Identifier 1],Comment [Gene Symbol 1],Comment [Gene Identifier 2],Comment [Gene Symbol 2],Comment [Gene Identifier 3],Comment [Gene Symbol 3],Comment [Gene Identifier 4],Comment [Gene Symbol 4],Comment [Gene Identifier 5],Comment [Gene Symbol 5],Comment [Gene Annotation Comments],Image File,Comment [Image File Path],Comment [Image File Type],Protocol - Data Analysis,Processed Data File
2020-09-14,Eran Hodis 2020-09-14-049.svs [label image],Homo sapiens,NCBITaxon,NCBITaxon_9606,Mus musculus,NCBITaxon,NCBITaxon_10090,Skin of body,UBERON,UBERON_0002097,Xenografts of cells from Homo sapiens into Mus musculus,Foreskin melanocyte,CL,CL_2000045,"Foreskin Neonatal Melanocytes, Genome Edited",CBT3,EH 102 XR,L39,EH_102_XR,Intradermal injections into NSG mice (4-6 weeks old),Digital whole slide scanning,EH_102_XR_L39,EH_102_XR,ENSG00000147889,CDKN2A,ENSG00000157764,BRAF,ENSG00000164362,TERT,ENSG00000141510,TP53,,,Ensembl GRCh38.p13,2020-09-14\Eran Hodis 2020-09-14-049.svs,2020-09-14\Eran Hodis 2020-09-14-049.svs,raw,"Ilastik was used to segment background versus tissue in each WSI, OpenSlide was used to partition each WSI into 2048x2048 pixel tiles, producing a total of 21,702 tiles (tiles not containing tissue were removed). Tiles constituted the input data for the neural network model, applied as described in Supplementary Material of Hodis*, Torlai Triglia* et al, 2022.",Hodis_TorlaiTriglia_final_file_df_merged_1004.csv
2020-09-14,Eran Hodis 2020-09-14-049.svs [macro image],Homo sapiens,NCBITaxon,NCBITaxon_9606,Mus musculus,NCBITaxon,NCBITaxon_10090,Skin of body,UBERON,UBERON_0002097,Xenografts of cells from Homo sapiens into Mus musculus,Foreskin melanocyte,CL,CL_2000045,"Foreskin Neonatal Melanocytes, Genome Edited",CBT3,EH 102 XR,L39,EH_102_XR,Intradermal injections into NSG mice (4-6 weeks old),Digital whole slide scanning,EH_102_XR_L39,EH_102_XR,ENSG00000147889,CDKN2A,ENSG00000157764,BRAF,ENSG00000164362,TERT,ENSG00000141510,TP53,,,Ensembl GRCh38.p13,2020-09-14\Eran Hodis 2020-09-14-049.svs,2020-09-14\Eran Hodis 2020-09-14-049.svs,raw,"Ilastik was used to segment background versus tissue in each WSI, OpenSlide was used to partition each WSI into 2048x2048 pixel tiles, producing a total of 21,702 tiles (tiles not containing tissue were removed). Tiles constituted the input data for the neural network model, applied as described in Supplementary Material of Hodis*, Torlai Triglia* et al, 2022.",Hodis_TorlaiTriglia_final_file_df_merged_1004.csv
2020-09-14,Eran Hodis 2020-09-14-048.svs [0],Homo sapiens,NCBITaxon,NCBITaxon_9606,Mus musculus,NCBITaxon,NCBITaxon_10090,Skin of body,UBERON,UBERON_0002097,Xenografts of cells from Homo sapiens into Mus musculus,Foreskin melanocyte,CL,CL_2000045,"Foreskin Neonatal Melanocytes, Genome Edited",CBTA,EH 334 XR,L39,EH_334_XR,Intradermal injections into NSG mice (4-6 weeks old),Digital whole slide scanning,EH_334_XR_L39,EH_334_XR,ENSG00000147889,CDKN2A,ENSG00000157764,BRAF,ENSG00000164362,TERT,ENSG00000134982,APC,,,Ensembl GRCh38.p13,2020-09-14\Eran Hodis 2020-09-14-048.svs,2020-09-14\Eran Hodis 2020-09-14-048.svs,raw,"Ilastik was used to segment background versus tissue in each WSI, OpenSlide was used to partition each WSI into 2048x2048 pixel tiles, producing a total of 21,702 tiles (tiles not containing tissue were removed). Tiles constituted the input data for the neural network model, applied as described in Supplementary Material of Hodis*, Torlai Triglia* et al, 2022.",Hodis_TorlaiTriglia_final_file_df_merged_1004.csv
2020-09-14,Eran Hodis 2020-09-14-048.svs [label image],Homo sapiens,NCBITaxon,NCBITaxon_9606,Mus musculus,NCBITaxon,NCBITaxon_10090,Skin of body,UBERON,UBERON_0002097,Xenografts of cells from Homo sapiens into Mus musculus,Foreskin melanocyte,CL,CL_2000045,"Foreskin Neonatal Melanocytes, Genome Edited",CBTA,EH 334 XR,L39,EH_334_XR,Intradermal injections into NSG mice (4-6 weeks old),Digital whole slide scanning,EH_334_XR_L39,EH_334_XR,ENSG00000147889,CDKN2A,ENSG00000157764,BRAF,ENSG00000164362,TERT,ENSG00000134982,APC,,,Ensembl GRCh38.p13,2020-09-14\Eran Hodis 2020-09-14-048.svs,2020-09-14\Eran Hodis 2020-09-14-048.svs,raw,"Ilastik was used to segment background versus tissue in each WSI, OpenSlide was used to partition each WSI into 2048x2048 pixel tiles, producing a total of 21,702 tiles (tiles not containing tissue were removed). Tiles constituted the input data for the neural network model, applied as described in Supplementary Material of Hodis*, Torlai Triglia* et al, 2022.",Hodis_TorlaiTriglia_final_file_df_merged_1004.csv
2020-09-14,Eran Hodis 2020-09-14-048.svs [macro image],Homo sapiens,NCBITaxon,NCBITaxon_9606,Mus musculus,NCBITaxon,NCBITaxon_10090,Skin of body,UBERON,UBERON_0002097,Xenografts of cells from Homo sapiens into Mus musculus,Foreskin melanocyte,CL,CL_2000045,"Foreskin Neonatal Melanocytes, Genome Edited",CBTA,EH 334 XR,L39,EH_334_XR,Intradermal injections into NSG mice (4-6 weeks old),Digital whole slide scanning,EH_334_XR_L39,EH_334_XR,ENSG00000147889,CDKN2A,ENSG00000157764,BRAF,ENSG00000164362,TERT,ENSG00000134982,APC,,,Ensembl GRCh38.p13,2020-09-14\Eran Hodis 2020-09-14-048.svs,2020-09-14\Eran Hodis 2020-09-14-048.svs,raw,"Ilastik was used to segment background versus tissue in each WSI, OpenSlide was used to partition each WSI into 2048x2048 pixel tiles, producing a total of 21,702 tiles (tiles not containing tissue were removed). Tiles constituted the input data for the neural network model, applied as described in Supplementary Material of Hodis*, Torlai Triglia* et al, 2022.",Hodis_TorlaiTriglia_final_file_df_merged_1004.csv
2020-09-14,Eran Hodis 2020-09-14-047.svs [0],Homo sapiens,NCBITaxon,NCBITaxon_9606,Mus musculus,NCBITaxon,NCBITaxon_10090,Skin of body,UBERON,UBERON_0002097,Xenografts of cells from Homo sapiens into Mus musculus,Foreskin melanocyte,CL,CL_2000045,"Foreskin Neonatal Melanocytes, Genome Edited",CBTA,EH 336-337 X4,L39,EH_336-337_X4,Intradermal injections into NSG mice (4-6 weeks old),Digital whole slide scanning,EH_336-337_X4_L39,EH_336-337_X4,ENSG00000147889,CDKN2A,ENSG00000157764,BRAF,ENSG00000164362,TERT,ENSG00000134982,APC,,,Ensembl GRCh38.p13,2020-09-14\Eran Hodis 2020-09-14-047.svs,2020-09-14\Eran Hodis 2020-09-14-047.svs,raw,"Ilastik was used to segment background versus tissue in each WSI, OpenSlide was used to partition each WSI into 2048x2048 pixel tiles, producing a total of 21,702 tiles (tiles not containing tissue were removed). Tiles constituted the input data for the neural network model, applied as described in Supplementary Material of Hodis*, Torlai Triglia* et al, 2022.",Hodis_TorlaiTriglia_final_file_df_merged_1004.csv
2020-09-14,Eran Hodis 2020-09-14-047.svs [label image],Homo sapiens,NCBITaxon,NCBITaxon_9606,Mus musculus,NCBITaxon,NCBITaxon_10090,Skin of body,UBERON,UBERON_0002097,Xenografts of cells from Homo sapiens into Mus musculus,Foreskin melanocyte,CL,CL_2000045,"Foreskin Neonatal Melanocytes, Genome Edited",CBTA,EH 336-337 X4,L39,EH_336-337_X4,Intradermal injections into NSG mice (4-6 weeks old),Digital whole slide scanning,EH_336-337_X4_L39,EH_336-337_X4,ENSG00000147889,CDKN2A,ENSG00000157764,BRAF,ENSG00000164362,TERT,ENSG00000134982,APC,,,Ensembl GRCh38.p13,2020-09-14\Eran Hodis 2020-09-14-047.svs,2020-09-14\Eran Hodis 2020-09-14-047.svs,raw,"Ilastik was used to segment background versus tissue in each WSI, OpenSlide was used to partition each WSI into 2048x2048 pixel tiles, producing a total of 21,702 tiles (tiles not containing tissue were removed). Tiles constituted the input data for the neural network model, applied as described in Supplementary Material of Hodis*, Torlai Triglia* et al, 2022.",Hodis_TorlaiTriglia_final_file_df_merged_1004.csv
2020-09-14,Eran Hodis 2020-09-14-047.svs [macro image],Homo sapiens,NCBITaxon,NCBITaxon_9606,Mus musculus,NCBITaxon,NCBITaxon_10090,Skin of body,UBERON,UBERON_0002097,Xenografts of cells from Homo sapiens into Mus musculus,Foreskin melanocyte,CL,CL_2000045,"Foreskin Neonatal Melanocytes, Genome Edited",CBTA,EH 336-337 X4,L39,EH_336-337_X4,Intradermal injections into NSG mice (4-6 weeks old),Digital whole slide scanning,EH_336-337_X4_L39,EH_336-337_X4,ENSG00000147889,CDKN2A,ENSG00000157764,BRAF,ENSG00000164362,TERT,ENSG00000134982,APC,,,Ensembl GRCh38.p13,2020-09-14\Eran Hodis 2020-09-14-047.svs,2020-09-14\Eran Hodis 2020-09-14-047.svs,raw,"Ilastik was used to segment background versus tissue in each WSI, OpenSlide was used to partition each WSI into 2048x2048 pixel tiles, producing a total of 21,702 tiles (tiles not containing tissue were removed). Tiles constituted the input data for the neural network model, applied as described in Supplementary Material of Hodis*, Torlai Triglia* et al, 2022.",Hodis_TorlaiTriglia_final_file_df_merged_1004.csv
2020-09-14,Eran Hodis 2020-09-14-046.svs [0],Homo sapiens,NCBITaxon,NCBITaxon_9606,Mus musculus,NCBITaxon,NCBITaxon_10090,Skin of body,UBERON,UBERON_0002097,Xenografts of cells from Homo sapiens into Mus musculus,Foreskin melanocyte,CL,CL_2000045,"Foreskin Neonatal Melanocytes, Genome Edited",CBTA,EH 327-328 X4,L39,EH_327-328_X4,Intradermal injections into NSG mice (4-6 weeks old),Digital whole slide scanning,EH_327-328_X4_L39,EH_327-328_X4,ENSG00000147889,CDKN2A,ENSG00000157764,BRAF,ENSG00000164362,TERT,ENSG00000134982,APC,,,Ensembl GRCh38.p13,2020-09-14\Eran Hodis 2020-09-14-046.svs,2020-09-14\Eran Hodis 2020-09-14-046.svs,raw,"Ilastik was used to segment background versus tissue in each WSI, OpenSlide was used to partition each WSI into 2048x2048 pixel tiles, producing a total of 21,702 tiles (tiles not containing tissue were removed). Tiles constituted the input data for the neural network model, applied as described in Supplementary Material of Hodis*, Torlai Triglia* et al, 2022.",Hodis_TorlaiTriglia_final_file_df_merged_1004.csv
2020-09-14,Eran Hodis 2020-09-14-046.svs [label image],Homo sapiens,NCBITaxon,NCBITaxon_9606,Mus musculus,NCBITaxon,NCBITaxon_10090,Skin of body,UBERON,UBERON_0002097,Xenografts of cells from Homo sapiens into Mus musculus,Foreskin melanocyte,CL,CL_2000045,"Foreskin Neonatal Melanocytes, Genome Edited",CBTA,EH 327-328 X4,L39,EH_327-328_X4,Intradermal injections into NSG mice (4-6 weeks old),Digital whole slide scanning,EH_327-328_X4_L39,EH_327-328_X4,ENSG00000147889,CDKN2A,ENSG00000157764,BRAF,ENSG00000164362,TERT,ENSG00000134982,APC,,,Ensembl GRCh38.p13,2020-09-14\Eran Hodis 2020-09-14-046.svs,2020-09-14\Eran Hodis 2020-09-14-046.svs,raw,"Ilastik was used to segment background versus tissue in each WSI, OpenSlide was used to partition each WSI into 2048x2048 pixel tiles, producing a total of 21,702 tiles (tiles not containing tissue were removed). Tiles constituted the input data for the neural network model, applied as described in Supplementary Material of Hodis*, Torlai Triglia* et al, 2022.",Hodis_TorlaiTriglia_final_file_df_merged_1004.csv
2020-09-14,Eran Hodis 2020-09-14-046.svs [macro image],Homo sapiens,NCBITaxon,NCBITaxon_9606,Mus musculus,NCBITaxon,NCBITaxon_10090,Skin of body,UBERON,UBERON_0002097,Xenografts of cells from Homo sapiens into Mus musculus,Foreskin melanocyte,CL,CL_2000045,"Foreskin Neonatal Melanocytes, Genome Edited",CBTA,EH 327-328 X4,L39,EH_327-328_X4,Intradermal injections into NSG mice (4-6 weeks old),Digital whole slide scanning,EH_327-328_X4_L39,EH_327-328_X4,ENSG00000147889,CDKN2A,ENSG00000157764,BRAF,ENSG00000164362,TERT,ENSG00000134982,APC,,,Ensembl GRCh38.p13,2020-09-14\Eran Hodis 2020-09-14-046.svs,2020-09-14\Eran Hodis 2020-09-14-046.svs,raw,"Ilastik was used to segment background versus tissue in each WSI, OpenSlide was used to partition each WSI into 2048x2048 pixel tiles, producing a total of 21,702 tiles (tiles not containing tissue were removed). Tiles constituted the input data for the neural network model, applied as described in Supplementary Material of Hodis*, Torlai Triglia* et al, 2022.",Hodis_TorlaiTriglia_final_file_df_merged_1004.csv
2020-09-14,Eran Hodis 2020-09-14-045.svs [0],Homo sapiens,NCBITaxon,NCBITaxon_9606,Mus musculus,NCBITaxon,NCBITaxon_10090,Skin of body,UBERON,UBERON_0002097,Xenografts of cells from Homo sapiens into Mus musculus,Foreskin melanocyte,CL,CL_2000045,"Foreskin Neonatal Melanocytes, Genome Edited",CBTA,EH 330-331 X4,L39,EH_330-331_X4,Intradermal injections into NSG mice (4-6 weeks old),Digital whole slide scanning,EH_330-331_X4_L39,EH_330-331_X4,ENSG00000147889,CDKN2A,ENSG00000157764,BRAF,ENSG00000164362,TERT,ENSG00000134982,APC,,,Ensembl GRCh38.p13,2020-09-14\Eran Hodis 2020-09-14-045.svs,2020-09-14\Eran Hodis 2020-09-14-045.svs,raw,"Ilastik was used to segment background versus tissue in each WSI, OpenSlide was used to partition each WSI into 2048x2048 pixel tiles, producing a total of 21,702 tiles (tiles not containing tissue were removed). Tiles constituted the input data for the neural network model, applied as described in Supplementary Material of Hodis*, Torlai Triglia* et al, 2022.",Hodis_TorlaiTriglia_final_file_df_merged_1004.csv
2020-09-14,Eran Hodis 2020-09-14-045.svs [label image],Homo sapiens,NCBITaxon,NCBITaxon_9606,Mus musculus,NCBITaxon,NCBITaxon_10090,Skin of body,UBERON,UBERON_0002097,Xenografts of cells from Homo sapiens into Mus musculus,Foreskin melanocyte,CL,CL_2000045,"Foreskin Neonatal Melanocytes, Genome Edited",CBTA,EH 330-331 X4,L39,EH_330-331_X4,Intradermal injections into NSG mice (4-6 weeks old),Digital whole slide scanning,EH_330-331_X4_L39,EH_330-331_X4,ENSG00000147889,CDKN2A,ENSG00000157764,BRAF,ENSG00000164362,TERT,ENSG00000134982,APC,,,Ensembl GRCh38.p13,2020-09-14\Eran Hodis 2020-09-14-045.svs,2020-09-14\Eran Hodis 2020-09-14-045.svs,raw,"Ilastik was used to segment background versus tissue in each WSI, OpenSlide was used to partition each WSI into 2048x2048 pixel tiles, producing a total of 21,702 tiles (tiles not containing tissue were removed). Tiles constituted the input data for the neural network model, applied as described in Supplementary Material of Hodis*, Torlai Triglia* et al, 2022.",Hodis_TorlaiTriglia_final_file_df_merged_1004.csv
2020-09-14,Eran Hodis 2020-09-14-045.svs [macro image],Homo sapiens,NCBITaxon,NCBITaxon_9606,Mus musculus,NCBITaxon,NCBITaxon_10090,Skin of body,UBERON,UBERON_0002097,Xenografts of cells from Homo sapiens into Mus musculus,Foreskin melanocyte,CL,CL_2000045,"Foreskin Neonatal Melanocytes, Genome Edited",CBTA,EH 330-331 X4,L39,EH_330-331_X4,Intradermal injections into NSG mice (4-6 weeks old),Digital whole slide scanning,EH_330-331_X4_L39,EH_330-331_X4,ENSG00000147889,CDKN2A,ENSG00000157764,BRAF,ENSG00000164362,TERT,ENSG00000134982,APC,,,Ensembl GRCh38.p13,2020-09-14\Eran Hodis 2020-09-14-045.svs,2020-09-14\Eran Hodis 2020-09-14-045.svs,raw,"Ilastik was used to segment background versus tissue in each WSI, OpenSlide was used to partition each WSI into 2048x2048 pixel tiles, producing a total of 21,702 tiles (tiles not containing tissue were removed). Tiles constituted the input data for the neural network model, applied as described in Supplementary Material of Hodis*, Torlai Triglia* et al, 2022.",Hodis_TorlaiTriglia_final_file_df_merged_1004.csv
